lunch_id,flight_number,flight_name,flight_success,date_utc,lunchpad_id,lunchpad_name,lunchpad_longitudes,lunchpad_latitude,payloads_Mass,Orbit,core_id,core_serial,core_block,core_flight_cunt,core_landing_attempt,core_landing_success,core_landing_type,core_is_legs,core_is_reused,core_reuse_count,core_status,landpad_id,landpad_name,landpad_longitudes,landpad_latitude
5eb87d00ffd86e000604b34f,38,SES-10,TRUE,31/03/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,5300,GTO,5e9e28a2f359182d0b3b263e,B1021,2,2,TRUE,TRUE,ASDS,TRUE,TRUE,1,inactive,5e9e3032383ecb6bb234e7ca,OCISLY,-118.262015,33.7291858
5eb87d01ffd86e000604b350,39,NROL-76,TRUE,1/05/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,8000,LEO,5e9e28a3f3591811f83b2648,B1032,3,1,TRUE,TRUE,RTLS,TRUE,FALSE,1,lost,5e9e3032383ecb267a34e7c7,LZ-1,-80.544444,28.485833
5eb87d01ffd86e000604b351,40,Inmarsat-5 F4,TRUE,16/05/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,6070,GTO,5e9e28a3f359186f3f3b2649,B1034,3,1,FALSE,,,FALSE,FALSE,0,expended,,,,
5eb87d03ffd86e000604b352,41,CRS-11,TRUE,4/06/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,2708,ISS,5e9e28a3f3591856803b264a,B1035,3,1,TRUE,TRUE,RTLS,TRUE,FALSE,1,inactive,5e9e3032383ecb267a34e7c7,LZ-1,-80.544444,28.485833
5eb87d04ffd86e000604b353,42,BulgariaSat-1,TRUE,24/06/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,3669,GTO,5e9e28a3f359189e3a3b2645,B1029,3,2,TRUE,TRUE,ASDS,TRUE,TRUE,1,inactive,5e9e3032383ecb6bb234e7ca,OCISLY,-118.262015,33.7291858
5eb87d05ffd86e000604b354,43,Iridium NEXT Mission 2,TRUE,26/06/2017,5e9e4502f509092b78566f87,VAFB SLC 4E,-120.610829,34.632093,9600,PO,5e9e28a3f3591801cf3b264b,B1036,3,1,TRUE,TRUE,ASDS,TRUE,FALSE,1,lost,5e9e3033383ecbb9e534e7cc,JRTI,-80.6188,28.4104
5eb87d06ffd86e000604b355,44,Intelsat 35e,TRUE,6/07/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,6761,GTO,5e9e28a4f3591850cc3b264c,B1037,3,1,FALSE,,,FALSE,FALSE,0,expended,,,,
5eb87d07ffd86e000604b356,45,CRS-12,TRUE,15/08/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,2910,ISS,5e9e28a4f3591884ee3b264d,B1039,4,1,TRUE,TRUE,RTLS,TRUE,FALSE,1,expended,5e9e3032383ecb267a34e7c7,LZ-1,-80.544444,28.485833
5eb87d08ffd86e000604b357,46,FormoSat-5,TRUE,25/08/2017,5e9e4502f509092b78566f87,VAFB SLC 4E,-120.610829,34.632093,475,SSO,5e9e28a4f359182d843b264e,B1038,3,1,TRUE,TRUE,ASDS,TRUE,FALSE,1,expended,5e9e3033383ecbb9e534e7cc,JRTI,-80.6188,28.4104
5eb87d09ffd86e000604b358,47,Boeing X-37B OTV-5,TRUE,7/09/2017,5e9e4502f509094188566f88,KSC LC 39A,-80.6039558,28.6080585,4990,LEO,5e9e28a4f3591845123b264f,B1040,4,1,TRUE,TRUE,RTLS,TRUE,FALSE,1,expended,5e9e3032383ecb267a34e7c7,LZ-1,-80.544444,28.485833
